loan_amnt,funded_amnt,funded_amnt_inv,int_rate,installment,annual_inc,dti,delinq_2yrs,inq_last_6mths,open_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,bad_loans,emp_length_num,grade_num,sub_grade_num,delinq_2yrs_zero,payment_inc_ratio
10000,10000,10000,10.65,325.74,45500,8.78,0,0,7,11570.1,11570.1,10000,1570.12,0,0,0,3441.18,0,7,5,0.4,1,8.59095
16000,16000,16000,11.71,353.58,48000,10.75,0,0,8,19745.2,19745.2,16000,3745.25,0,0,0,9002.87,0,5,5,0.6,1,8.8395
5600,5600,5600,8.9,177.82,19200,13.19,0,2,9,6329.73,6329.73,5600,729.73,0,0,0,1892.29,0,1,6,1,1,11.1137
4800,4800,4800,6.03,146.1,35000,14.61,0,0,9,5203.26,5203.26,4800,403.26,0,0,0,1844.99,0,4,6,0.2,1,5.00914
10000,10000,10000,11.71,330.76,29406,10.41,0,0,5,6944.82,6944.82,5393.16,1537.05,0,14.61,0,330.76,1,6,5,0.6,1,13.4977
2200,2200,2200,9.91,70.9,26004,14.95,0,0,3,261.47,261.47,160.16,86.42,14.883,0,0,50,1,9,5,0.2,1,3.2718
16000,16000,16000,7.9,500.65,110000,8.69,0,2,17,17811.3,17811.3,16000,1811.3,0,0,0,5803.96,0,1,6,0.8,1,5.46164
10000,10000,10000,9.91,322.25,34000,17.51,0,1,10,11599.1,11599.1,10000,1599.08,0,0,0,331.25,0,11,5,0.2,1,11.3735
10625,10625,10625,14.27,364.54,26500,15.49,0,1,6,3408.15,3408.15,1983.86,928.22,0,496.07,4.87,364.54,1,11,4,0.4,1,16.5075
9600,9600,9600,14.65,331.15,40000,5.2,0,1,8,11879.8,11879.8,9600,2279.78,0,0,0,1621.93,0,3,4,0.6,1,9.9345
7200,7200,7200,20.89,270.86,88800,20.46,0,3,34,6676.85,6676.85,4068.87,2159.78,0,448.2,4.482,541.72,1,1,1,0.2,1,3.66027
12000,12000,12000,8.9,381.04,100000,12.94,0,0,9,13715.2,13715.2,12000,1715.17,0,0,0,392.81,0,7,6,1,1,4.57248
5000,5000,5000,12.42,167.08,45000,4.21,0,1,4,5953.08,5953.08,5000,953.08,0,0,0,1448.94,0,4,5,0.8,1,4.45547
12000,12000,12000,16.29,423.61,36000,14,0,1,6,14526.2,14526.2,12000,2526.24,0,0,0,6486.41,0,10,3,0.2,1,14.1203
18000,18000,18000,17.27,644.18,80000,21.43,0,1,18,23183.9,23183.9,18000,5183.9,0,0,0,659.44,0,11,3,0.6,1,9.6627
10000,10000,10000,9.91,322.25,50000,9.1,0,0,9,11253.9,11253.9,10000,1253.89,0,0,0,5145.96,0,4,5,0.2,1,7.734
10000,10000,9994,9.91,322.25,75000,11.23,0,1,10,11398.2,11391,10000,1398.21,0,0,0,4005.76,0,11,5,0.2,1,5.156
26000,26000,26000,7.51,808.89,105000,15.3,0,0,8,28135.5,28135.5,26000,2135.5,0,0,0,6642.31,0,9,6,0.6,1,9.24446
17475,17475,17475,9.91,563.14,45408,24.92,0,1,19,20261.3,20261.3,17475,2786.35,0,0,0,1692.55,0,4,5,0.2,1,14.8821
10400,10400,10400,22.35,289.32,72000,8.82,0,0,8,2305.68,2305.68,813.59,1492.09,0,0,0,289.32,1,4,1,1,1,4.822
10000,10000,9994,10.65,325.74,67500,9.3,0,1,8,11435.1,11427.8,10000,1435.13,0,0,0,4606.88,0,4,5,0.4,1,5.79093
17250,17250,17250,19.42,635.99,60000,4.08,0,3,3,22148.9,22148.9,17250,4898.87,0,0,0,7525.06,0,5,2,0.6,1,12.7198
10000,10000,10000,6.62,307.04,65000,7.16,0,1,7,11050.6,11050.6,10000,1050.65,0,0,0,326.35,0,3,6,0.4,1,5.66843
12000,12000,12000,13.49,276.06,55000,14.49,0,2,8,1100.4,1100.4,572.24,528.16,0,0,0,276.06,1,10,4,0.2,1,6.02313
19075,19075,19075,18.25,486.98,48000,21.2,0,1,9,25893.3,25893.3,19075,6818.29,0,0,0,12761,0,1,3,1,1,12.1745
20000,20000,20000,11.71,661.52,55000,23.89,0,3,9,22774.8,22774.8,20000,2774.86,0,0,0,11554,0,3,5,0.6,1,14.4332
24000,24000,23975,7.9,750.97,65000,22.12,0,0,12,27033.3,27005.2,24000,3033.33,0,0,0,759.52,0,5,6,0.8,1,13.8641
15000,15000,15000,8.9,476.3,75000,21.6,0,1,10,17143.7,17143.7,15000,2143.69,0,0,0,492.43,0,4,6,1,1,7.6208
10625,10625,10625,11.71,351.44,30000,23.2,0,0,11,11246.1,11246.1,9235.98,1988.52,0,21.58,0,351.44,1,1,5,0.6,1,14.0576
8400,8400,8400,14.65,289.76,30000,15.84,0,1,19,10243.6,10243.6,8400,1843.61,0,0,0,3007.67,0,1,4,0.6,1,11.5904
16000,16000,16000,15.96,562.2,60000,7.7,0,3,8,20229.8,20229.8,16000,4229.81,0,0,0,587.91,0,11,4,1,1,11.244
15000,15000,15000,14.27,514.64,35000,12.58,0,1,6,17994.3,17994.3,15000,2994.33,0,0,0,6704.08,0,4,4,0.4,1,17.6448
20675,12625,12625,13.49,290.44,81800,17.85,0,0,9,13045.5,13045.5,12625,420.5,0,0,0,12466.9,0,3,4,0.2,1,4.26073
13225,13225,13225,12.69,443.64,65000,23.48,0,1,11,14966.4,14966.4,13225,1741.39,0,0,0,8771.07,0,6,5,1,1,8.19028
11775,11775,11775,13.49,399.54,44400,13.11,0,0,18,14378.2,14378.2,11775,2603.18,0,0,0,415.6,0,2,4,0.2,1,10.7984
16400,16400,16375,17.27,409.97,61500,12.51,0,1,6,9953.6,9938.5,3988.92,4191.28,0,1773.4,24.216,409.97,1,6,3,0.6,1,7.99941
10075,10075,10075,12.42,336.66,46000,18.63,0,3,8,12115.1,12115,10075,2040.05,0,0,0,681.87,0,3,5,0.8,1,8.78243
10000,10000,9975,14.27,343.09,62000,20.94,0,2,15,12346.5,12315.7,10000,2346.51,0,0,0,357.61,0,1,4,0.4,1,6.64045
14000,14000,14000,12.42,467.82,88000,9.63,0,1,11,16837.1,16837.1,14000,2837.1,0,0,0,482.9,0,5,5,0.8,1,6.37936
15000,15000,15000,11.71,496.14,75000,11.7,0,0,6,17080.5,17080.5,15000,2080.53,0,0,0,8668.66,0,7,5,0.6,1,7.93824
9350,9350,9350,7.51,290.89,100000,10,0,0,11,10288.5,10288.5,9350,938.47,0,0,0,2326.45,0,6,6,0.6,1,3.49068
30000,18275,18275,20.3,487.24,110000,23.21,0,1,17,12389.8,12389.8,4684.97,5747.44,0,1957.38,19.4083,512.76,1,11,2,1,1,5.31535
18225,18225,18225,12.42,609,40000,19.65,0,0,9,21920.2,21920.2,18225,3695.17,0,0,0,621.81,0,5,5,0.8,1,18.27
18000,18000,18000,15.27,430.78,50000,15.31,0,1,16,18696.3,18696.3,18000,696.27,0,0,0,1405.94,0,3,4,0.8,1,10.3387
3600,3600,3600,6.62,110.54,88824,11.75,0,0,8,3978.32,3978.32,3600,378.32,0,0,0,116.44,0,9,6,0.4,1,1.49338
5000,5000,5000,16.29,176.51,40000,9.57,1,1,9,6360.1,6360.1,5000,1360.1,0,0,0,9.33,0,11,3,0.2,0,5.2953
6400,6400,6400,16.29,225.93,50000,22.63,0,2,20,8131.95,8131.95,6400,1731.95,0,0,0,228.82,0,11,3,0.2,1,5.42232
12000,12000,12000,16.77,296.75,40000,18.66,0,2,7,5017.91,5017.91,2130.09,2306.61,0,581.21,5.49,296.75,1,7,3,0.4,1,8.9025
35000,35000,35000,8.9,1111.37,114054,16.18,0,0,9,40006.9,40006.9,35000,5006.91,0,0,0,1122.22,0,4,6,1,1,11.6931
18000,18000,18000,9.91,580.05,70000,22.51,0,1,12,18909.9,18909.9,18000,909.89,0,0,0,2783.4,0,7,5,0.2,1,9.94371
8075,8075,8050,22.35,224.64,35000,10.73,0,2,3,8226.3,8200.83,8075,151.3,0,0,0,8227.22,0,11,1,1,1,7.70194
15625,15625,15625,8.9,496.15,45000,24.64,0,0,7,17805.5,17805.5,15625,2180.51,0,0,0,2929.85,0,11,6,1,1,13.2307
24000,24000,23994,13.49,814.34,77000,24.78,0,1,11,29301.3,29293.7,24000,5301.29,0,0,0,855.95,0,11,4,0.2,1,12.691
5000,5000,5000,14.27,171.55,61400,21.71,0,1,11,3405.9,3405.9,2370.47,884.42,0,151.01,1.5101,171.55,1,6,4,0.4,1,3.35277
7200,7200,7200,9.91,232.02,90000,8.59,0,0,11,7565.86,7565.86,7200.01,365.85,0,0,0,5376.09,0,2,5,0.2,1,3.0936
5000,5000,5000,14.27,171.55,32000,20.93,0,0,10,1711.9,1711.9,1180.36,531.54,0,0,0,171.55,1,11,4,0.4,1,6.43313
6600,6600,6600,10.65,214.99,42000,10.11,0,0,6,7737.33,7737.33,6600,1137.33,0,0,0,223.6,0,3,5,0.4,1,6.14257
7000,7000,7000,6.62,214.93,24000,11.45,0,3,10,7580.27,7580.27,7000,580.27,0,0,0,3506.92,0,0,6,0.4,1,10.7465
20000,20000,20000,15.27,695.96,130000,9.67,0,2,17,24112.3,24112.3,20000,4112.29,0,0,0,2366.35,0,1,4,0.8,1,6.42425
8000,8000,8000,12.42,267.33,35000,23.79,0,0,13,7078.69,7078.69,5218.11,1456.72,14.9836,388.87,3.8887,267.33,1,5,5,0.8,1,9.1656
12000,12000,12000,9.91,386.7,70000,10.46,0,0,9,13748.1,13748.1,12000,1748.06,0,0,0,4098.5,0,7,5,0.2,1,6.62914
20000,20000,19975,11.71,661.52,67000,16.55,0,0,6,23077.5,23048.7,20000,3077.53,0,0,0,9870.84,0,8,5,0.6,1,11.8481
10000,10000,10000,8.9,317.54,31000,20.79,0,0,9,11429.1,11429.1,10000,1429.15,0,0,0,327.73,0,11,6,1,1,12.2919
10000,10000,10000,11.71,330.76,145000,10.65,0,0,13,11903,11903,10000,1903.04,0,0,0,347.76,0,6,5,0.6,1,2.73732
18000,18000,18000,16.29,635.41,66000,15.67,0,0,8,22871,22871,18000,4870.99,0,0,0,645.16,0,3,3,0.2,1,11.5529
4000,4000,4000,12.42,133.67,100000,9.6,0,3,15,4804.06,4804.06,4000,804.06,0,0,0,530.78,0,8,5,0.8,1,1.60404
15000,15000,15000,12.42,501.23,60000,14.18,0,0,8,18041,18041,15000,3040.98,0,0,0,513.27,0,0,5,0.8,1,10.0246
10000,10000,10000,18.64,257.43,40000,12.75,0,0,13,2691,2691,634.12,1520.01,0,536.87,4.7,257,1,6,2,0.2,1,7.7229
20125,20125,20100,19.42,526.72,103000,19.7,0,2,13,28424.3,28389,20125,8299.25,0,0,0,12657.2,0,11,2,0.6,1,6.13654
30000,18375,18375,21.28,500.01,137000,8.73,1,2,6,25221,25221,18375,6845.99,0,0,0,13723,0,1,1,0.4,0,4.37965
24000,24000,24000,16.77,852.93,103000,15.34,0,0,12,30692.4,30692.4,24000,6692.43,0,0,0,885.9,0,11,3,0.4,1,9.93705
5375,5375,5375,10.65,175.09,42000,17.69,0,0,10,6168.23,6168.23,5375,793.23,0,0,0,1145.43,0,6,5,0.4,1,5.00257
8300,8300,8300,8.9,263.56,50000,6.24,0,0,8,8996.03,8996.03,8300,696.03,0,0,0,207.83,0,11,6,1,1,6.32544
7000,7000,7000,8.9,222.28,50000,16.68,0,1,7,8000.34,8000.34,7000,1000.34,0,0,0,229.64,0,6,6,1,1,5.33472
2425,2425,2425,15.27,84.39,80004,23.92,1,3,8,3052.79,3052.79,2424.99,612.8,15,0,0,16.06,0,4,4,0.8,0,1.26579
6950,6950,6950,9.91,223.97,43000,20.51,0,0,6,7349.48,7349.48,6950.01,399.47,0,0,0,1560.92,0,3,5,0.2,1,6.25033
12375,12375,12344,9.91,398.79,32000,24.3,0,1,6,13434,13399.6,12375,1058.95,0,0,0,9056.48,0,11,5,0.2,1,14.9546
14000,14000,14000,17.27,349.98,60500,19.95,0,0,7,14401.7,14401.7,14000,401.74,0,0,0,14054,0,6,3,0.6,1,6.94175
14000,14000,14000,14.27,480.33,35000,8.4,0,1,12,16739.8,16739.8,14000,2739.8,0,0,0,4746.25,0,1,4,0.4,1,16.4685
5500,5500,5500,14.27,188.7,24000,22.8,0,1,7,6436.21,6436.21,5500,936.21,0,0,0,3236.59,0,6,4,0.4,1,9.435
4800,4800,4800,14.65,165.58,44600,15.28,0,1,12,5889.57,5889.57,4800,1089.57,0,0,0,1423.33,0,1,4,0.6,1,4.45507
9000,9000,9000,12.69,301.91,52000,12.88,0,0,13,10864.6,10864.6,9000,1864.59,0,0,0,315.68,0,1,5,1,1,6.96715
16000,16000,16000,12.69,536.72,67000,12.48,0,0,16,19314.4,19314.4,16000,3314.38,0,0,0,563.5,0,3,5,1,1,9.6129
5000,5000,5000,7.9,156.46,44136,3.37,0,0,6,5554.04,5554.04,5000,554.04,0,0,0,1960.39,0,3,6,0.8,1,4.25394
18500,18500,18500,7.9,578.87,36000,13.63,0,0,6,18740.8,18740.8,18500,240.82,0,0,0,18162.4,0,9,6,0.8,1,19.2957
5350,5350,5350,15.27,186.17,52000,9.46,0,1,14,1855.6,1855.6,1246.78,608.82,0,0,0,186.17,1,7,4,0.8,1,4.29623
25000,25000,24975,12.69,564.87,65000,18.02,0,4,8,28610.2,28581.6,25000,3610.18,0,0,0,20718.5,0,3,5,1,1,10.4284
10000,10000,10000,10.65,325.74,36000,11.2,0,0,6,11722.6,11722.6,10000,1722.56,0,0,0,661.44,0,4,5,0.4,1,10.858
12000,12000,12000,7.51,373.33,36500,24.1,0,1,7,13055,13055,12000,1054.96,0,0,0,6719.69,0,4,6,0.6,1,12.2739
18000,18000,17994,9.91,580.05,40000,11.85,0,2,13,20830.9,20823.7,18000,2830.93,0,0,0,2870.7,0,6,5,0.2,1,17.4015
3000,3000,3000,17.58,107.83,56604,6.78,0,0,5,3879.85,3879.85,3000,879.85,0,0,0,112.3,0,4,3,0.8,1,2.28599
6000,6000,6000,7.9,187.75,23040,12.66,0,0,6,3202.59,3202.59,2490.27,510.69,0,201.63,2.14,187.75,1,1,6,0.8,1,9.77865
10000,10000,10000,9.91,322.25,52000,13.38,0,0,6,11599,11599,10000,1598.99,0,0,0,331.68,0,3,5,0.2,1,7.43654
5875,5875,5875,7.9,183.84,17640,14.63,0,0,5,6617,6617,5875,742,0,0,0,188.58,0,5,6,0.8,1,12.5061
10000,10000,10000,13.49,339.31,86000,10.1,0,2,5,12210.3,12210.3,10000,2210.29,0,0,0,354.72,0,5,4,0.2,1,4.73456
28000,28000,28000,11.71,926.13,118075,15.01,0,1,11,33337.4,33337.4,28000,5337.41,0,0,0,938.46,0,6,5,0.6,1,9.41229
11200,11200,11200,11.71,370.46,48000,8.68,0,0,19,12812.3,12812.3,11200,1612.31,0,0,0,6160.82,0,6,5,0.6,1,9.2615
10000,10000,10000,14.27,343.09,65000,6.85,0,3,9,11977.8,11977.8,10000,1977.8,0,0,0,2851.37,0,4,4,0.4,1,6.33397
9450,9450,9450,14.27,324.22,28800,18.96,0,1,8,11667.2,11667.2,9450,2217.16,0,0,0,339.22,0,8,4,0.4,1,13.5092
19000,19000,19000,16.77,469.86,38000,18.09,0,1,15,15035.5,15035.5,8164.21,6851.03,0,20.28,0,469.86,1,4,3,0.4,1,14.8377
18825,18825,18825,18.64,484.61,85000,14.77,0,0,18,25893.3,25893.3,18825,7068.28,0,0,0,12346.7,0,11,2,0.2,1,6.84155
21650,21650,21650,12.69,726.25,62361,21.28,0,0,8,26125.4,26125.4,21650,4475.37,0,0,0,757.61,0,7,5,1,1,13.9751
24000,15825,15800,21.67,434.11,122400,9.98,0,2,10,8680.73,8667.1,3525.72,5132.88,0,22.13,0,434.11,1,2,1,0.6,1,4.25598
9000,9000,9000,10.65,293.16,45000,23.39,0,1,17,10551.1,10551.1,9000,1551.11,0,0,0,304.55,0,11,5,0.4,1,7.8176
15000,15000,15000,11.71,331.48,75000,14.05,0,0,11,17873.4,17873.4,15000,2873.38,0,0,0,10591.9,0,4,5,0.6,1,5.30368
6000,6000,6000,10.65,195.44,40000,20.73,0,0,14,6432.45,6432.45,6000,432.45,0,0,0,4872.57,0,3,5,0.4,1,5.8632
5600,5600,5600,7.9,175.23,25000,10.9,0,0,8,6322.73,6322.73,5600,707.73,15,0,0,18.38,0,2,6,0.8,1,8.41104
7000,7000,7000,10.65,228.02,85000,5.22,0,0,8,8206.24,8206.24,7000,1206.24,0,0,0,237.24,0,11,5,0.4,1,3.21911
6000,6000,6000,10.65,195.44,55000,7.99,0,1,10,6253.72,6253.72,6000,253.72,0,0,0,5474.58,0,1,5,0.4,1,4.26415
12000,12000,12000,7.9,375.49,110000,4.85,0,0,10,13515.6,13515.6,12000,1515.63,0,0,0,385.7,0,6,6,0.8,1,4.09625
13650,13650,13644,10.65,444.63,44000,24.57,0,1,5,16002.7,15995.4,13650,2352.68,0,0,0,460.91,0,6,5,0.4,1,12.1263
6200,6200,6200,18.64,159.61,51000,10.61,0,3,9,8199.59,8199.59,6200,1999.59,0,0,0,4543.9,0,10,2,0.2,1,3.75553
25000,25000,24975,14.65,590.17,106000,7.15,0,2,9,28940.2,28911.2,25000,3940.15,0,0,0,21270.2,0,5,4,0.6,1,6.68117
12000,12000,12000,13.49,407.17,42000,12.66,0,0,11,12134.9,12134.9,12000,134.86,0,0,0,12136.2,0,5,4,0.2,1,11.6334
2300,2300,2300,7.51,71.56,78000,10.23,0,1,18,983.05,983.05,748.15,145.84,0,89.06,0.9,71.56,1,1,6,0.6,1,1.10092
8875,8875,8875,10.65,289.09,19240,18.21,0,1,6,10409.2,10409.1,8875,1534.15,0,0,0,307.27,0,1,5,0.4,1,18.0306
18800,18800,18800,21.28,511.57,75000,11.73,0,2,7,5085.23,5085.23,1516.88,2574.96,0,993.39,9.71,511.57,1,8,1,0.4,1,8.18512
9000,9000,9000,7.9,281.62,52800,7.93,0,0,9,10018.7,10018.7,9000,1018.67,0,0,0,3266.64,0,3,6,0.8,1,6.40045
7600,7600,7600,8.9,241.33,75000,16.26,0,0,8,8529.39,8529.39,7600,929.39,0,0,0,3230.35,0,10,6,1,1,3.86128
16000,13950,13925,11.71,308.27,40000,19.68,0,0,15,17227,17196.2,13950,3277,0,0,0,8300.69,0,2,5,0.6,1,9.2481
22500,22500,22475,20.89,607.31,45000,7.65,0,0,9,28913.3,28881.2,22500,6413.29,0,0,0,18602,0,4,1,0.2,1,16.1949
20000,20000,19975,18.25,510.6,105000,12.74,0,1,8,23684.6,23655,20000,3684.56,0,0,0,17577.9,0,10,3,1,1,5.83543
6000,6000,6000,13.49,203.59,60000,9.82,0,0,7,6494.82,6494.82,6000,494.82,0,0,0,5074.48,0,3,4,0.2,1,4.0718
7200,7200,7200,9.91,232.02,53000,16.14,0,1,7,8189.62,8189.62,7200,989.62,0,0,0,42.94,0,5,5,0.2,1,5.25328
8000,8000,8000,10.65,260.59,46330,6.53,0,1,7,9344.67,9344.67,8000,1344.67,0,0,0,1539.97,0,1,5,0.4,1,6.74958
19000,19000,19000,7.51,591.11,95000,5.28,0,3,9,20848.5,20848.5,19000,1848.47,0,0,0,9054.67,0,11,6,0.6,1,7.46665
14400,14400,14400,15.27,501.09,58977,12.88,0,1,17,18033.2,18033.2,14400,3633.16,0,0,0,518.41,0,11,4,0.8,1,10.1956
8400,8400,8400,12.69,281.78,75000,3.81,0,0,8,10139.2,10139.2,8400,1739.21,0,0,0,298.75,0,2,5,1,1,4.50848
7500,7500,7500,12.69,251.59,27000,13.82,0,0,10,9055.39,9055.39,7500,1555.39,0,0,0,257.54,0,3,5,1,1,11.1818
30000,30000,29975,20.89,809.75,72000,17.6,0,3,13,38966.8,38934.4,30000,8966.85,0,0,0,24408.5,0,5,1,0.2,1,13.4958
10000,10000,10000,7.51,311.11,69077,17.37,0,1,11,11197.5,11197.5,10000,1197.46,0,0,0,326.55,0,3,6,0.6,1,5.40458
22000,22000,21950,17.27,549.96,54329,7.91,0,1,11,30871.8,30801.7,22000,8871.77,0,0,0,12191,0,3,3,0.6,1,12.1473
12000,12000,12000,12.69,402.54,200000,6.61,0,2,7,13497,13497,12000,1496.99,0,0,0,8277.69,0,11,5,1,1,2.41524
5000,5000,5000,12.69,167.73,110000,20.02,0,2,13,5343.62,5343.62,5000,343.62,0,0,0,4340.28,0,2,5,1,1,1.82978
21000,21000,21000,16.29,741.31,63500,19.79,0,1,16,26413.6,26413.6,21000,5413.61,0,0,0,5667.33,0,3,3,0.2,1,14.009
24000,24000,24000,8.9,762.08,70000,1.77,0,1,4,27131,27131,24000,3131,0,0,0,8093.82,0,3,6,1,1,13.0642
6000,6000,6000,13.49,203.59,30000,10.8,0,0,6,6924.23,6924.23,6000,924.23,0,0,0,3676.89,0,1,4,0.2,1,8.1436
4800,4800,4800,6.03,146.1,54996,5.89,0,0,10,5274.09,5274.09,4800,459.09,15,0,0,16.89,0,3,6,0.2,1,3.18787
5000,5000,5000,20.89,188.1,21000,7.14,0,0,2,5641.7,5641.7,3936.53,1705.17,0,0,0,188.1,1,6,1,0.2,1,10.7486
5850,5850,5850,14.65,201.8,38000,23.59,0,1,10,6951.6,6951.6,5850,1101.6,0,0,0,3121.68,0,2,4,0.6,1,6.37263
21000,21000,21000,11.71,464.07,75000,8.88,0,0,6,25563.8,25563.8,21000,4563.75,0,0,0,10161.2,0,3,5,0.6,1,7.42512
17475,16175,16175,17.27,404.35,56000,24.84,0,2,11,12457.5,12457.5,5459.21,5477.76,0,1520.58,15.2058,448.83,1,11,3,0.6,1,8.66464
4750,4750,4750,8.9,150.83,48000,10.07,0,1,4,5428.52,5428.52,4750,678.52,0,0,0,157.53,0,3,6,1,1,3.77075
12000,12000,12000,20.89,323.9,100000,13.76,0,0,25,16247.3,16247.3,12000,4247.26,0,0,0,7509.32,0,4,1,0.2,1,3.8868
5275,5275,5275,7.51,164.11,50000,6.79,0,1,13,5371.67,5371.67,5275,96.67,0,0,0,5043.88,0,6,6,0.6,1,3.93864
9175,9175,9175,12.69,307.78,28500,19.03,0,0,6,11075,11075,9175,1900.03,0,0,0,324.83,0,1,5,1,1,12.9592
9600,9600,9600,16.77,341.17,37000,19.62,0,0,7,12275.5,12275.5,9600,2675.49,0,0,0,358.46,0,6,3,0.4,1,11.065
34475,34475,34475,14.27,807.01,60000,20.02,0,0,13,17743.7,17743.7,9008.49,8735.22,0,0,0,200.52,1,9,4,0.4,1,16.1402
22500,22500,22475,14.27,771.96,70000,12.07,0,3,8,26175,26145.9,22500,3674.98,0,0,0,13856.8,0,8,4,0.4,1,13.2336
12000,12000,12000,22.06,331.84,80000,8.54,0,1,5,12440.3,12440.3,12000,440.3,0,0,0,12110.5,0,2,1,0.8,1,4.9776
12000,12000,12000,6.03,365.23,40000,18.75,0,0,10,13147.7,13147.7,12000,1147.69,0,0,0,5.53,0,0,6,0.2,1,10.9569
10050,10050,10050,17.27,251.23,74143,17.54,0,1,10,5371.76,5371.76,2508.29,2840.52,0,22.95,0,53.52,1,11,3,0.6,1,4.06614
15000,15000,15000,17.27,536.81,57000,12.08,0,1,13,19317.7,19317.7,15000,4317.72,0,0,0,555.12,0,0,3,0.6,1,11.3013
19400,19400,19400,12.69,650.77,50000,17.66,0,0,10,21071.3,21071.3,19400,1671.34,0,0,0,15871.8,0,1,5,1,1,15.6185
10000,10000,10000,15.27,347.98,42000,16.37,0,1,11,2384.66,2384.66,1363.97,718.93,0,301.76,3.22,347.98,1,1,4,0.8,1,9.94229
10000,10000,10000,15.27,347.98,53000,13.77,0,2,12,10931.1,10931.1,10000,931.1,0,0,0,455.73,0,2,4,0.8,1,7.87879
4800,4800,4800,10.65,156.36,22000,8.07,0,1,10,5539.9,5539.9,4800,739.9,0,0,0,1791.2,0,7,5,0.4,1,8.52873
35000,23350,23350,11.71,516,90000,8.07,0,0,6,4831.72,4831.72,2075.61,1533.94,0,1222.17,12.03,516,1,4,5,0.6,1,6.88
18200,18200,18200,11.71,601.99,42000,20.37,0,0,10,8427.23,8427.23,6324.99,2091.67,0,10.57,0,601.99,1,11,5,0.6,1,17.1997
6400,6400,6400,12.69,214.69,35000,14.33,0,1,15,7727.41,7727.41,6400,1327.41,0,0,0,219.24,0,4,5,1,1,7.3608
2500,2500,2500,15.27,87,40000,15.27,0,1,8,2531.91,2531.91,2500,31.91,0,0,0,2532.24,0,7,4,0.8,1,2.61
6300,6300,6300,9.91,203.02,49000,12.61,0,0,10,7139.66,7139.66,6300,839.66,0,0,0,2879.74,0,11,5,0.2,1,4.97192
4400,4400,4400,11.71,145.54,38000,7.86,0,0,7,5183.47,5183.47,4400,783.47,0,0,0,115.37,0,6,5,0.6,1,4.596
6000,6000,6000,12.69,201.27,118000,11.5,0,3,6,6465.24,6465.24,6000,465.24,0,0,0,5060.48,0,9,5,1,1,2.04681
17000,17000,17000,13.49,391.08,53000,21.03,0,2,7,5077.41,5077.41,2778.78,2298.63,0,0,0,391.08,1,10,4,0.2,1,8.85464
18000,18000,18000,7.9,563.23,60000,21.22,0,0,12,20275.1,20275.2,18000,2275.15,0,0,0,568.6,0,11,6,0.8,1,11.2646
10000,10000,10000,12.69,335.45,44000,14.56,0,1,8,12071.7,12071.7,10000,2071.68,0,0,0,351.47,0,5,5,1,1,9.14864
16000,16000,15975,11.71,353.58,52000,19.73,0,0,10,19842.3,19811.3,16000,3842.3,0,0,0,9265.58,0,6,5,0.6,1,8.15954
34000,34000,33975,17.58,1222.03,65000,16.87,0,2,7,40274.1,40244.5,34000,6274.1,0,0,0,23198,0,5,3,0.8,1,22.5606
11100,11100,11100,15.27,386.26,45000,4.64,0,1,3,5091.02,5091.02,3145.84,1475.96,0,469.22,4.52,386.26,1,7,4,0.8,1,10.3003
5000,5000,5000,11.71,165.38,20000,11.4,0,0,6,5951.37,5951.37,5000,951.37,0,0,0,174.51,0,1,5,0.6,1,9.9228
21000,21000,20975,17.27,524.96,42000,15.8,0,1,5,15748.8,15730.1,8278.98,7453.72,0,16.1,0,524.96,1,8,3,0.6,1,14.9989
10625,10625,10625,11.71,351.44,25000,15.12,0,1,7,12646.8,12646.8,10625,2021.79,0,0,0,369.79,0,1,5,0.6,1,16.8691
18500,18500,18475,7.51,575.56,112000,9.02,0,1,10,5480.17,5472.81,3749.41,845.93,28.7554,856.08,8.21,1179.9,1,2,6,0.6,1,6.16671
3600,3600,3600,12.42,120.3,30000,16.44,0,0,13,4329.61,4329.61,3600,729.61,0,0,0,4.93,0,6,5,0.8,1,4.812
8500,8500,8500,15.96,298.67,27050,10.25,0,3,7,3937.28,3937.28,2218.92,1357.61,0,360.75,3.55,298,1,0,4,1,1,13.2497
12000,12000,12000,8.9,381.04,35000,10.35,0,0,7,13581.9,13581.9,12000,1581.88,0,0,0,3292.82,0,6,6,1,1,13.0642
11700,11700,11700,11.71,386.99,30000,22.48,0,0,5,13499.5,13499.5,11700,1799.51,0,0,0,5774.87,0,7,5,0.6,1,15.4796
15000,15000,15000,14.27,514.64,70000,15.05,0,1,16,17450.4,17450.4,15000,2450.36,0,0,0,9236.39,0,3,4,0.4,1,8.8224
13000,13000,13000,9.91,418.93,105000,14.96,0,0,9,14112.5,14112.5,13000,1112.47,0,0,0,9513.3,0,11,5,0.2,1,4.78777
9500,9500,9500,12.69,318.68,52000,18.95,0,1,8,7889.73,7889.73,5629.47,1679.21,15.9046,565.15,5.4416,318.68,1,6,5,1,1,7.35415
20000,20000,19975,13.49,678.61,47000,19.86,0,2,12,24419.6,24389.1,20000,4419.59,0,0,0,713.48,0,7,4,0.2,1,17.3262
6000,6000,6000,8.9,190.52,24000,11.55,0,0,4,6857.8,6857.8,6000,857.8,0,0,0,195.32,0,6,6,1,1,9.526
