int_rate,installment,open_acc,revol_bal,revol_util,total_acc,bad_loans,grade_num
9.91,773.4,8,19866,61.1,24,0,5
7.51,112,12,3570,38.4,21,0,6
16.29,529.51,11,12753,59.9,32,0,3
13.49,33.94,7,8260,77.2,15,0,4
23.52,854.71,4,23478,91.7,17,1,0
13.49,122.15,6,6016,58.4,9,0,4
10.65,334.31,7,3562,19.6,17,0,5
17.58,503.19,8,12871,61,12,0,3
13.49,217.16,6,6144,81.9,16,0,4
6.62,110.54,18,1971,8.6,23,0,6
6.62,429.86,4,2498,9,6,0,6
9.91,129.71,8,6314,79.9,15,0,5
12.69,87.22,17,410,2.3,22,0,5
8.9,523.93,8,13805,63.3,13,0,6
13.49,345.08,10,17314,55.9,35,0,4
8.9,281.81,15,16583,60.1,29,1,6
18.64,772.29,14,17056,60.1,35,1,2
14.65,131.95,4,7204,92.4,18,0,4
16.77,394.48,11,21831,72,18,0,3
9.91,386.7,13,14402,62.6,18,0,5
18.64,229.12,19,12954,80.4,22,1,2
7.51,93.34,10,0,0,13,0,6
7.9,175.23,2,2935,24.5,8,0,6
11.71,396.92,8,14461,84.6,11,0,5
15.96,607.43,6,13313,94.2,31,0,4
9.91,386.7,9,19688,66.5,16,1,5
21.67,960.11,8,31349,76.5,25,0,1
12.69,335.45,10,7470,65.5,22,1,5
20.3,575.88,11,21829,74.5,16,0,2
10.65,260.59,15,14759,20.5,48,1,5
9.91,193.35,12,17433,67.3,28,0,5
18.25,382.95,12,56254,95.3,53,0,3
20.3,933.14,13,28737,82.6,16,1,2
20.3,383.92,9,34004,95,17,0,2
12.69,352.23,14,15951,63.2,24,0,5
11.71,297.69,9,13997,63.3,16,1,5
12.42,364.23,7,11923,73.3,8,0,5
12.42,588.11,17,22955,52.3,45,0,5
13.49,61.08,3,1020,63.7,3,1,4
18.64,360.41,11,4504,51.2,37,1,2
7.9,312.91,6,4208,9.2,16,0,6
7.9,187.75,14,3619,39.3,34,0,6
6.03,197.84,5,5410,16.8,16,0,6
16.29,353.01,7,12012,89.6,13,0,3
9.91,257.8,9,8600,63.2,15,0,5
16.29,98.85,4,6161,67.7,5,1,3
17.27,874.93,15,42865,47.3,25,0,3
11.71,265.18,12,8234,38.7,22,0,5
6.62,343.89,13,21379,57,26,0,6
13.49,271.45,5,5582,94.6,7,1,4
23.52,422.37,25,15070,50.7,44,1,0
18.64,222.5,12,14731,77.6,16,1,2
15.96,597.34,9,14064,95.7,13,0,4
15.96,388.75,9,13344,59.8,16,0,4
6.03,45.66,7,10331,35.5,26,0,6
7.51,202.23,9,10952,36.2,25,0,6
12.69,335.45,10,11442,67.7,33,1,5
9.91,229.61,7,9502,65.1,21,0,5
16.29,388.31,9,13774,72.9,17,0,3
9.91,96.68,5,7590,51.3,10,0,5
11.71,656.32,5,15259,43.6,10,0,5
7.51,202.23,6,5370,57.1,12,0,6
6.03,85.22,20,32878,11.3,42,0,6
6.03,304.36,15,6699,6.6,26,0,6
20.3,799.84,15,23835,63.1,24,0,2
6.62,245.63,11,8668,46.9,23,0,6
7.51,280,17,4216,16.9,25,0,6
20.3,111.95,26,5892,32,40,0,2
15.27,275.78,17,7410,36.9,20,1,4
14.27,421.36,8,10423,39,35,1,4
20.89,663.32,24,17997,61.2,51,1,1
15.27,358.98,19,13260,59.2,50,0,4
17.58,377.49,12,22406,71.4,18,0,3
6.62,368.45,14,37059,69.4,48,0,6
14.65,517.42,9,12392,74.7,17,0,4
11.71,211.69,17,29069,70,25,0,5
6.03,121.75,9,4796,18.9,22,0,6
9.91,481.77,7,17268,65.2,23,0,5
7.9,500.65,16,11165,27.5,41,0,6
12.69,83.87,7,307,17.1,17,0,5
14.65,283.28,14,13921,54,20,0,4
12.69,503.18,8,12364,92.3,40,0,5
14.65,34.5,17,40016,88.1,32,0,4
13.49,40.72,11,25012,92.3,42,0,4
19.91,593.89,4,7641,95.5,10,0,2
11.71,132.31,4,9379,69.5,5,0,5
13.49,576.82,7,14264,42.6,15,0,4
11.71,238.15,10,6695,82.7,13,1,5
9.91,563.14,15,17261,66.9,33,0,5
12.42,534.65,11,13288,58.5,35,0,5
14.27,514.64,9,11548,80.8,13,0,4
11.71,396.92,8,12859,65.7,17,0,5
7.51,385.78,5,6975,46.8,15,0,6
11.71,82.69,5,6929,82.5,20,0,5
7.9,225.29,12,6297,32,21,0,6
10.65,195.44,11,17401,77.7,18,0,5
11.71,330.76,8,4932,63.3,9,0,5
8.9,476.3,11,2880,23.4,37,1,6
16.77,710.77,10,22028,76.2,25,0,3
6.03,121.75,7,106,0.4,12,0,6
18.25,326.78,16,9795,61.6,22,0,3
17.27,299.98,10,3902,28.1,24,1,3
14.27,364.54,14,10767,83.9,26,1,4
7.9,234.68,9,8953,63.5,28,1,6
13.49,339.32,10,24373,67.2,12,0,4
11.71,578.83,9,22110,70.8,16,0,5
11.71,529.22,8,12075,41.2,56,0,5
12.42,233.91,9,11189,62.9,21,0,5
6.62,203.42,6,6546,80.8,17,0,6
7.9,219.04,12,24317,80.5,26,0,6
11.71,231.54,13,17205,78.2,20,0,5
15.27,34.8,3,16298,95.3,9,0,4
12.69,536.72,10,14122,74.3,17,0,5
16.77,355.39,12,5643,35.5,50,0,3
12.69,564.87,8,18818,34,32,0,5
11.71,102.54,7,2411,21.7,18,0,5
11.71,552.46,4,0,0,19,0,5
6.03,76.09,6,1315,24.8,12,0,6
13.49,305.38,16,9692,83.6,38,0,4
16.29,56.49,4,1124,74.9,5,0,3
14.65,372.54,6,6487,64.9,16,0,4
13.49,271.45,8,14309,81.3,16,0,4
19.42,314.07,12,7135,54.1,27,0,2
6.03,152.18,6,3247,7.9,17,0,6
9.91,193.35,9,11141,85,21,0,5
10.65,280.13,12,11000,74.8,17,0,5
16.29,333.59,11,10350,73.4,24,0,3
12.42,173.76,10,6565,79.1,15,0,5
8.9,190.52,23,14406,17.9,37,0,6
14.65,96.59,2,2881,92.9,6,0,4
15.27,295.79,9,15683,59,17,0,4
19.91,713.99,12,72173,3.5,31,1,2
13.49,108.58,8,2503,62.6,18,0,4
14.27,584.97,5,15374,91,14,0,4
13.49,414.09,6,22336,84.3,16,0,4
12.69,207.98,11,10054,73.4,18,0,5
19.42,294.95,5,26044,99.8,5,0,2
13.49,407.17,5,16265,74.3,15,0,4
6.62,92.12,6,1923,35,12,0,6
15.96,351.38,8,31162,89.5,14,1,4
14.65,275.96,5,3004,44.2,16,0,4
9.91,451.15,8,19747,68.3,17,0,5
16.77,544.04,14,28237,59.1,17,0,3
14.27,548.95,4,20943,79.5,19,0,4
10.65,146.58,6,14934,94.5,10,0,5
6.62,245.63,8,0,0,20,0,6
20.89,188.1,32,26267,84.7,37,0,1
14.27,514.64,5,2373,23.1,7,0,4
6.03,486.97,13,2976,8.9,30,0,6
14.27,494.05,5,3718,74.4,57,0,4
8.9,1111.37,4,6888,32,12,0,6
9.91,547.83,7,21884,63.2,14,0,5
7.9,175.23,5,7634,40.6,12,0,6
15.96,316.24,9,7962,95.9,16,0,4
12.42,300.74,6,11891,78.2,27,0,5
11.71,291.07,12,11057,67.8,27,0,5
18.25,290.23,7,6478,96.7,10,0,3
11.71,330.76,10,16719,88.2,19,0,5
8.9,248.52,6,6685,66.8,21,1,6
10.65,162.87,8,212,0.9,16,0,5
17.27,572.6,9,17630,92.8,15,0,3
9.91,62.04,5,13846,24.3,13,0,5
7.51,466.67,4,0,0,14,0,6
13.49,176.44,11,16965,72.2,16,0,4
15.27,556.77,10,16149,44.4,18,0,4
12.69,90.58,7,7003,95.8,11,0,5
11.71,148.85,15,11963,78.6,27,1,5
6.03,63.92,5,5371,41.3,10,0,6
12.69,33.55,11,9542,87.5,48,0,5
7.9,406.78,11,13764,54.6,24,0,6
6.03,486.97,11,4226,8,37,0,6
8.9,95.26,14,18990,74.1,25,0,6
9.91,966.75,15,850,7.2,42,0,5
12.69,451.9,10,9130,32.4,26,0,5
6.03,149.14,11,4894,6.5,24,0,6
17.58,301.99,9,4707,56,17,1,3
15.96,245.97,8,2173,72.4,16,0,4
11.71,119.08,8,8814,55.8,31,0,5
15.27,208.79,7,891,9.8,8,0,4
7.9,1095.16,11,33167,18.1,35,0,6
9.91,225.58,7,12109,84.1,21,0,5
10.65,1140.07,14,31891,57.1,43,0,5
7.9,219.04,10,8357,26.5,17,1,6
15.96,368.95,9,7795,77.2,22,1,4
14.27,534.37,17,51377,83.9,39,0,4
7.9,500.65,16,3871,18.1,26,0,6
12.69,100.64,7,3343,66.9,9,0,5
19.03,264.04,6,4040,98.5,17,1,2
12.42,106.93,6,4292,44.7,11,0,5
11.71,515.99,18,31929,68.7,43,0,5
11.71,99.23,4,413,45.9,22,0,5
7.9,563.23,7,38956,65.3,19,0,6
11.71,238.15,6,11571,80.9,12,0,5
12.69,100.64,10,24123,56.5,16,1,5
19.03,622.97,12,13066,53.3,22,0,2
6.03,182.62,7,6087,43.8,19,0,6
18.25,382.95,10,14560,56,31,0,3
12.42,835.39,12,40756,84.4,28,0,5
6.03,304.36,7,4407,16.8,36,0,6
6.62,460.56,9,4150,11.8,13,0,6
6.62,921.11,17,15300,19.4,36,0,6
12.42,167.08,4,7493,91.4,9,0,5
16.77,266.54,6,37910,98,14,0,3
6.03,511.32,10,13325,20.2,22,0,6
17.27,874.93,18,32185,36.6,35,1,3
7.51,56,10,10141,48.1,28,0,6
17.27,572.6,24,14619,54.8,34,0,3
12.42,100.25,15,13300,75.7,22,0,5
6.62,153.52,6,8867,33.8,15,0,6
14.65,566.56,13,8246,25.5,38,1,4
8.9,412.8,13,11338,18.6,30,0,6
13.49,135.73,4,909,35,7,0,4
19.03,648.93,13,14959,46.6,19,0,2
7.9,469.36,11,10978,18.4,53,0,6
7.9,1095.16,6,1486,3.3,15,0,6
12.42,334.16,6,18724,52.3,29,0,5
11.71,330.76,11,9020,74.3,20,0,5
10.65,469.06,8,14582,84.3,16,0,5
23.52,997.16,12,50427,91,28,1,0
12.42,203,15,2556,28.1,20,1,5
6.62,245.63,4,1519,10.3,10,0,6
17.27,499.96,21,6396,38.8,48,0,3
7.9,1095.16,11,44017,45,28,0,6
18.25,444.22,8,8802,35.9,19,1,3
12.42,53.47,8,2782,37.6,16,0,5
6.62,237.96,12,19066,30.2,26,0,6
22.06,497.76,18,12340,96.4,42,1,1
13.49,203.59,5,1456,47,9,0,4
13.49,101.8,8,8537,94.9,18,0,4
7.9,175.23,16,9991,43.6,23,0,6
14.65,275.96,7,3017,62.9,17,1,4
16.77,1066.16,9,13252,40.8,17,0,3
13.49,678.61,8,36609,91.5,23,0,4
9.91,212.03,11,1914,6.7,39,0,5
9.91,773.4,14,25942,54.9,22,0,5
20.3,287.94,14,7878,58.4,29,1,2
13.49,404.89,11,18022,62.1,31,1,4
7.9,159.59,6,7860,84.5,16,0,6
12.69,201.27,10,32456,92.5,35,0,5
13.49,47.51,13,3234,48.3,23,0,4
15.96,281.1,8,4464,69.7,19,0,4
12.42,250.62,5,2241,40.4,11,0,5
6.03,96.64,7,7471,40.6,14,0,6
7.9,563.23,9,21668,55.4,39,0,6
14.65,344.95,7,7984,61.4,10,0,4
7.9,219.04,12,47349,78.4,44,0,6
14.65,472.14,14,14779,51.9,33,1,4
11.71,453.02,8,14992,38.5,15,0,5
17.27,369.98,10,16766,58.6,12,0,3
6.03,91.31,7,276,0.4,23,0,6
17.27,144.99,11,5725,63.5,21,0,3
10.65,130.3,8,21317,82,11,0,5
12.69,201.27,5,6830,59.4,11,0,5
18.25,1269.73,17,86994,53.9,33,1,3
8.9,190.52,5,7135,46.6,6,0,6
14.65,217.32,7,4824,50.2,10,1,4
11.71,397.77,11,6613,35.4,30,1,5
8.9,158.77,6,6681,61.7,16,0,6
12.42,534.65,5,9620,35.1,11,1,5
8.9,158.77,7,1516,14.6,9,0,6
19.03,440.06,6,3385,99.6,11,0,2
7.9,40.68,5,6474,88.7,9,0,6
6.03,486.97,16,15053,22.1,45,0,6
17.58,404.35,5,61430,99.1,17,0,3
17.58,251.6,11,8926,90.2,44,0,3
7.51,155.56,5,1825,13.1,12,0,6
7.9,250.33,8,3115,63.9,9,0,6
8.9,381.04,13,13508,73.3,33,0,6
6.03,121.75,7,1998,24.1,14,0,6
9.91,225.58,11,71123,76.4,32,0,5
6.03,231.32,9,11920,22.1,29,0,6
11.71,330.76,15,3107,23,25,0,5
6.62,245.63,6,13660,65.4,12,0,6
12.42,269.49,14,20725,34.7,52,0,5
11.71,364.62,11,2316,14.2,22,1,5
10.65,145.77,6,2806,42.5,11,0,5
8.9,182.59,12,7922,49.8,21,0,6
19.91,386.08,5,8475,53.8,20,0,2
6.03,149.14,9,27838,36.9,26,0,6
7.51,311.11,4,964,5.1,10,0,6
6.03,486.97,11,8470,19.7,33,0,6
15.96,612.28,3,33,0.3,20,0,4
21.67,511.6,3,13789,80.2,16,1,1
11.71,396.92,12,23404,92.1,27,0,5
12.69,120.77,7,5720,88,14,0,5
11.71,496.14,21,15930,34.5,44,0,5
14.65,662.29,11,15713,68.6,31,0,4
14.65,331.15,13,6725,70.4,28,0,4
7.51,410.67,4,12823,50.1,16,0,6
7.51,497.78,12,9064,14.5,18,0,6
6.62,368.45,9,10170,23.8,29,1,6
16.77,296.75,17,77839,93.8,40,1,3
14.27,137.24,4,5311,88.5,17,0,4
7.9,156.46,6,6566,51.7,7,1,6
23.13,847.96,14,35174,97.3,25,1,0
18.64,1276.6,14,28604,68.1,49,0,2
6.62,153.52,7,8767,44.5,21,0,6
15.96,210.83,12,12394,45.9,31,0,4
19.03,147.96,11,0,0,18,0,2
11.71,165.38,5,5194,64.9,11,0,5
13.49,529.11,3,4746,38,9,1,4
16.77,296.75,10,18435,79.1,34,0,3
9.91,193.35,10,7964,38.7,17,0,5
7.51,311.11,11,2113,4.8,24,0,6
7.9,219.04,18,9175,38.2,43,0,6
14.27,343.09,6,10267,53.8,11,0,4
13.49,678.61,9,17158,70.9,31,0,4
7.9,300.39,6,6697,73.6,20,0,6
10.65,213.36,6,18888,49.7,17,0,5
9.91,80.57,7,10436,33.1,14,0,5
19.42,314.07,8,4032,17.9,24,0,2
9.91,80.57,5,750,68.2,7,1,5
12.69,255.33,11,18121,61.7,28,0,5
19.42,316.15,7,11463,98.3,14,1,2
11.71,529.22,6,3,0.2,9,1,5
11.71,287.28,7,9110,45.8,9,0,5
10.65,276.88,7,12585,54,21,0,5
12.69,201.27,8,15900,82.8,8,0,5
6.03,267.84,11,3606,11.5,31,0,6
11.71,826.9,21,62361,24.7,57,0,5
7.51,186.67,6,10112,63.2,16,0,6
10.65,390.88,8,1737,12,12,0,5
7.9,259.71,13,9344,41,18,0,6
17.58,197.69,2,5794,81.6,11,0,3
7.9,1095.16,14,8680,16,28,0,6
11.71,99.23,7,2341,47.8,16,0,5
13.49,84.83,11,4541,51.6,21,0,4
16.77,426.47,10,6321,78,29,0,3
7.9,225.29,10,6787,37.1,17,0,6
6.62,61.41,9,5036,14.6,13,0,6
19.91,816.6,11,38928,84.6,36,0,2
7.9,438.07,4,6020,23,9,0,6
14.27,257.32,15,5443,23.7,29,0,4
9.91,193.35,7,8271,34.5,16,0,5
19.42,392.59,13,27413,76.4,22,1,2
18.25,584.63,8,14755,58.8,17,1,3
6.03,106.53,9,2992,28.5,24,0,6
20.89,944.71,7,29088,64.6,15,0,1
12.69,65.42,3,1482,35.3,8,0,5
6.62,368.45,10,18605,59.6,31,0,6
14.27,171.55,6,1410,34,8,0,4
17.27,156.24,6,8860,69.2,14,0,3
7.9,219.04,12,17033,63.3,19,0,6
6.03,79.14,11,3429,25.8,26,0,6
6.62,429.86,10,7579,19.4,36,0,6
14.27,514.64,13,17451,74.6,22,0,4
6.03,435.23,12,34102,35.2,40,0,6
15.96,379.04,8,41017,86.9,28,0,4
10.65,195.44,16,20607,50,21,1,5
12.42,100.25,12,5890,27.1,17,0,5
12.69,117.41,19,1923,54.9,22,0,5
18.25,81.63,5,10879,99.8,6,0,3
11.71,185.63,4,3272,13.9,10,0,5
9.91,161.13,8,17285,71.7,11,0,5
14.65,650.96,9,39604,59.4,26,0,4
7.9,438.07,10,41588,77.6,27,1,6
20.3,933.14,16,14925,75.2,43,1,2
6.03,152.18,10,103754,3,37,0,6
11.71,248.07,9,20121,38.2,33,0,5
7.9,93.88,3,415,3.4,8,0,6
18.64,328.27,8,10362,98.2,18,0,2
11.71,530.36,10,20822,32.2,18,0,5
10.65,179.16,2,0,0,10,0,5
11.71,115.77,6,2816,45.8,8,1,5
12.69,790.82,7,0,0,17,0,5
8.9,762.08,12,46033,49,34,0,6
17.58,528.48,5,35615,94.2,24,1,3
14.27,309,13,19011,54.2,33,1,4
9.91,966.75,6,3557,93.6,26,0,5
8.9,381.04,2,7461,36,3,0,6
6.62,153.52,7,8985,84.8,20,0,6
19.03,177.81,9,9041,77.9,11,1,2
7.9,375.49,4,0,0,19,0,6
20.3,399.92,7,14017,87.6,12,0,2
15.27,478.64,17,29712,27.4,29,1,4
16.77,177.7,7,5412,98.4,15,1,3
8.9,47.63,8,4206,53.9,22,0,6
14.27,280.91,7,6049,96,29,1,4
17.58,528.48,9,22233,78.8,16,1,3
8.9,190.52,5,8810,69.9,25,0,6
17.27,874.93,9,8357,72,28,1,3
15.27,296.76,11,4495,42.8,22,0,4
9.91,966.75,17,110856,43.4,47,0,5
14.27,41.18,18,20294,92.2,38,1,4
7.51,217.78,12,7453,80.5,43,0,6
7.9,175.23,17,57176,12.1,26,0,6
14.27,144.1,9,721,7.7,13,0,4
16.29,247.11,8,7285,74.3,14,0,3
12.69,838.63,14,24921,37.5,34,0,5
6.03,258.71,16,10213,10.9,47,0,6
7.9,93.88,15,12968,71.6,59,0,6
7.51,49.78,4,1603,44.5,9,0,6
19.03,908.5,9,19986,84.7,24,1,2
12.69,114.06,4,161,1,4,0,5
19.42,368.69,4,3441,98.3,9,1,2
6.62,307.04,10,3624,39.4,21,0,6
16.29,123.56,3,0,0,16,1,3
19.42,628.14,10,17065,88,34,1,2
7.9,1095.16,9,41346,34.8,39,0,6
12.69,469.63,5,3246,75.5,12,0,5
14.27,224.73,8,3571,49.6,29,0,4
11.71,496.14,5,2576,21.5,9,0,5
11.71,33.08,12,776,9.8,28,0,5
6.62,122.82,9,2261,3.1,29,0,6
8.9,635.07,10,44159,46.4,24,0,6
7.9,438.07,12,9291,27.6,17,0,6
6.03,456.54,7,24240,41.1,28,0,6
11.71,441.97,9,10890,45.9,26,1,5
6.62,460.56,13,369,1.3,29,0,6
12.69,228.11,12,5980,64.3,26,0,5
11.71,211.69,3,14944,61.2,9,0,5
8.9,323.89,9,10969,59.3,26,0,6
7.51,933.33,13,14914,22.5,26,0,6
17.27,299.98,9,2212,17.8,28,0,3
7.51,248.89,10,399,1.6,22,0,6
7.9,289.44,8,5644,41.8,24,0,6
12.69,603.81,10,11306,49.3,37,0,5
12.42,180.45,8,5395,71.9,13,0,5
15.27,344.62,12,11860,59.6,31,1,4
12.42,48.46,7,4564,37.4,11,0,5
18.25,306.36,4,5209,82.7,5,1,3
8.9,228.63,5,10562,66.8,7,0,6
12.69,271.14,10,12317,52.9,32,0,5
6.62,184.23,11,10459,22.7,27,0,6
19.42,294.95,13,33219,98.6,27,0,2
8.9,1111.37,10,36872,70.5,31,0,6
7.51,261.34,7,12807,60.4,33,0,6
9.91,368.18,9,6359,69.9,26,0,5
12.42,534.65,12,30559,62.3,15,0,5
11.71,89.31,5,2302,72.7,6,1,5
11.71,674.75,14,98671,45.4,44,0,5
12.69,100.64,6,2827,36.7,8,0,5
12.42,200.5,6,9482,63.2,7,0,5
6.03,182.62,7,6458,45.5,24,0,6
11.71,99.23,7,6558,76,13,0,5
7.9,281.62,12,2299,4.8,15,0,6
6.62,153.52,15,6592,13.8,26,0,6
6.03,219.14,6,2546,30.3,13,0,6
8.9,635.07,17,21771,52.2,45,0,6
7.9,71.97,8,18000,65,24,0,6
12.69,146.76,4,1408,45.4,5,0,5
21.67,274.32,5,4857,93.4,10,0,1
7.9,175.23,11,29827,83.3,26,0,6
12.69,167.73,5,4477,32.2,25,0,5
8.9,190.52,13,70810,64.2,27,0,6
11.71,264.61,12,12924,56.2,24,0,5
6.03,152.18,9,1621,6.9,19,0,6
11.71,773.44,7,6457,17.6,25,0,5
13.49,95.01,6,5033,95,7,0,4
15.96,527.06,6,113,4.5,11,0,4
17.27,125.26,5,4899,90.7,12,0,3
12.42,449.15,9,10917,23.4,28,0,5
9.91,451.15,15,11831,29.3,43,1,5
9.91,360.92,18,39926,51.3,47,0,5
12.69,469.63,12,17586,66.7,19,0,5
8.9,124.26,15,3539,21.3,21,1,6
9.91,128.9,8,2076,64.9,13,0,5
6.03,152.18,9,482,2,26,0,6
6.03,106.53,17,17724,9.2,32,0,6
13.49,91.62,9,23833,81.1,57,0,4
18.64,329.51,19,18267,65.1,40,1,2
7.9,244.07,7,6512,28.1,19,0,6
9.91,322.25,8,7925,40.2,16,0,5
17.58,201.28,4,938,93.8,27,0,3
9.91,161.13,5,12553,79.4,14,1,5
11.71,105.85,5,1022,73,33,0,5
6.62,368.45,6,789,6.9,19,0,6
11.71,661.52,20,101553,67.8,59,0,5
7.51,155.56,13,3987,25.7,39,0,6
6.03,167.4,16,2983,16.7,27,0,6
17.58,431.31,23,12282,79,57,0,3
8.9,222.28,17,2963,6.8,29,0,6
22.74,981.45,9,16006,84.7,38,0,0
18.25,1115.55,10,16233,83.7,33,1,3
8.9,248.52,9,2787,3.9,24,0,6
14.27,182.7,14,3844,53.4,36,0,4
10.65,221.5,16,90176,67.1,37,0,5
15.96,204.1,6,3452,32.4,12,0,4
8.9,412.8,5,5829,26.5,11,0,6
10.65,48.86,8,2382,25.1,31,0,5
13.49,389.93,8,5461,61.4,26,1,4
18.25,240.35,13,11792,97.6,32,0,3
12.42,334.16,9,4306,33.6,15,0,5
12.69,429.3,11,10711,30.1,29,0,5
11.71,165.38,2,1697,37.7,5,0,5
19.91,925.54,5,23538,77.9,11,0,2
18.25,1082.9,10,22586,55.1,38,0,3
6.62,327.77,10,18934,57.2,22,0,6
18.25,169.78,16,5646,55.4,22,0,3
12.42,400.99,6,11510,74.7,8,0,5
17.58,149.16,3,692,46.1,14,0,3
16.29,481.86,13,11969,36.3,25,1,3
14.65,172.48,8,12044,69.6,12,0,4
11.71,496.14,7,8422,33.7,9,1,5
10.65,234.53,12,27294,52.8,12,1,5
8.9,762.08,20,14313,35.4,45,0,6
10.65,208.47,6,8048,33,7,0,5
17.27,286.3,10,13048,52.4,12,0,3
16.77,262.13,7,5150,84.4,13,1,3
13.49,237.52,3,473,18.2,4,1,4
7.9,234.68,4,5835,20.8,14,0,6
11.71,198.46,5,4197,27.3,6,0,5
10.65,350.98,8,3998,60.6,14,0,5
15.27,347.98,2,6392,71,3,0,4
9.91,77.34,6,2929,27.5,33,0,5
8.9,238.15,18,68197,60.4,44,0,6
6.62,921.11,7,3506,6.1,9,0,6
16.29,112.97,5,16030,98.3,22,0,3
14.27,274.48,4,6,0.3,8,0,4
18.25,181.39,4,1850,97.4,8,1,3
12.69,704.45,10,51942,36.8,27,0,5
7.9,156.46,15,2062,19.8,43,0,6
6.62,230.28,10,3207,10,24,0,6
13.49,479.27,15,23247,71.5,25,0,4
10.65,651.47,9,35695,50.4,10,0,5
12.69,391.46,16,32864,60.9,34,0,5
18.25,360.61,6,12589,98.4,38,0,3
12.69,234.82,15,3761,48.8,37,0,5
6.03,372.84,7,13800,39.2,18,0,6
8.9,165.12,6,2093,18.2,24,0,6
7.9,1095.16,14,42194,47.1,27,0,6
13.49,237.52,15,10133,52.5,22,0,4
19.91,481.94,11,27271,70.3,32,1,2
15.27,287.19,7,3468,43.3,16,1,4
13.49,339.31,13,34508,77.5,27,0,4
7.51,62.23,4,0,0,15,0,6
22.35,484.04,4,13080,98.3,35,0,1
6.03,182.62,9,7318,14.2,20,0,6
10.65,182.42,5,2755,91.8,8,0,5
9.91,193.35,5,30376,94.9,19,0,5
22.74,897.33,4,18361,87.4,21,0,0
7.51,186.67,9,22769,47.9,12,0,6
6.03,182.62,9,6102,12.4,16,0,6
7.9,782.26,13,123416,26,27,0,6
17.58,503.32,8,10575,73.4,63,1,3
14.27,171.55,11,4315,53.7,14,0,4
14.65,241.46,18,27705,59.1,36,0,4
10.65,162.87,3,2391,34.2,4,0,5
10.65,488.6,17,5792,31.3,26,1,5
8.9,865.28,12,43527,46.4,31,0,6
9.91,386.7,8,16580,81.3,19,0,5
6.62,122.82,6,1000,2.6,15,0,6
12.69,542.28,7,16952,81.9,18,1,5
12.69,483.05,13,8762,88.9,25,0,5
7.9,204.96,3,1043,8.3,4,0,6
11.71,231.54,3,9925,43.2,8,0,5
9.91,254.44,10,22775,63.5,23,0,5
12.69,251.59,6,1637,54.6,9,0,5
17.27,223.68,2,0,8.46,15,1,3
6.62,92.12,7,3475,59.9,21,0,6
11.71,82.69,5,2018,42,8,0,5
10.65,97.72,6,12282,77.2,11,0,5
8.9,152.42,6,19437,78.1,12,1,6
21.28,707.49,18,12663,98.9,28,1,1
6.03,112.62,8,3592,13.7,16,0,6
18.64,547.12,9,11147,92.9,31,0,2
10.65,390.88,4,17658,0,19,0,5
7.9,37.55,12,3986,22.1,19,0,6
16.77,370.94,11,17700,89.4,18,1,3
11.71,99.23,2,2299,57.5,12,0,5
18.25,58.05,9,1775,98.6,15,0,3
7.51,186.67,8,1355,7.5,30,0,6
21.28,544.23,18,9885,35.7,53,1,1
17.58,107.83,9,54738,96.7,35,0,3
8.9,209.58,12,3536,48.4,37,0,6
19.91,380.8,18,91300,74.5,55,0,2
15.96,182.72,9,9226,73.8,10,0,4
14.27,240.17,9,4825,68,16,0,4
6.03,365.23,9,2026,8.2,25,0,6
21.28,544.23,9,11768,93.3,15,1,1
6.03,219.14,6,1077,7.2,39,0,6
13.49,508.96,8,24403,94.6,17,0,4
20.89,385.98,22,21977,40,58,1,1
8.9,317.54,5,9769,75.8,15,0,6
9.91,193.35,9,12362,69.1,19,0,5
20.3,533.23,7,9788,75.9,16,1,2
6.03,456.54,7,1064,8.1,15,0,6
7.51,902.22,8,7351,40.8,27,0,6
10.65,448.63,7,14245,29.4,18,0,5
14.27,343.09,7,8268,79.5,8,1,4
12.42,120.3,6,2812,54.1,27,0,5
12.42,336.86,9,4342,12,24,0,5
15.27,382.92,11,18515,54.3,30,0,4
18.25,1088.34,7,100428,19.8,30,0,3
11.71,449.01,12,13588,64.7,14,1,5
17.58,251.66,18,10732,40.3,50,0,3
6.03,380.45,10,47357,11.5,23,0,6
19.03,183.36,12,33464,98.7,21,0,2
14.27,343.09,8,4267,42.7,18,0,4
16.77,127.94,7,14299,92.9,13,0,3
15.27,347.98,8,3987,68.7,12,1,4
12.69,174.44,5,22862,77.5,28,0,5
7.9,300.39,15,2304,22.6,34,0,6
12.42,400.99,5,4995,32.2,7,0,5
7.51,186.67,9,336,2.5,18,0,6
6.62,307.04,9,9358,31.4,22,0,6
13.49,69.02,3,2914,12.6,16,0,4
21.67,803.07,8,298,3.4,28,0,1
9.91,322.25,14,8686,33.5,16,0,5
9.91,193.35,14,2491,13.3,52,0,5
12.42,106.12,10,7288,28,21,0,5
10.65,65.15,9,2977,28.6,10,0,5
6.03,164.36,6,849,24.3,61,0,6
18.25,408.48,10,26702,84,23,1,3
6.62,76.76,7,4899,43,15,0,6
7.9,469.36,12,8238,17.2,33,0,6
6.62,483.59,7,859,2.7,26,0,6
8.9,152.42,5,177,3.1,13,0,6
7.9,500.65,10,16760,31.4,20,0,6
19.91,634.66,4,11355,95.4,5,0,2
12.42,501.23,11,18844,50.4,24,0,5
7.9,876.13,20,21034,33.8,40,0,6
7.9,187.75,5,876,10.4,9,0,6
9.91,257.8,3,5746,61.1,4,0,5
